docno	r_avail	text	Docno	Page	x1	y1	x2	y2
311	-1	Suzuki-Miyaura Cross-Coupling of 2-Pyridyl Ammonium Salts by N—C Activation Hu et al. Characterization Data of Suzuki-Miyaura Cross-Coupling Products 2-Phenylpyridine (3a) (Scheme 1) |_- 1a 2a 3a According to the general procedure, the reaction of N,N,N-trimethylpyridin-2-aminium trifluoromethanesulfonate (2.0 equiv), phenylboronic acid (0.20 mmol, 1.0 equiv), Cs2CO3 (2.0 equiv), water (5.0 equiv), and [Pd(IPr)(cin)Cl] (10 mol%) in dioxane (0.20 M) for 8 h at 60 °C, afforded after filtration and chromatography on silica gel (EtOAc/petroleum ether = 1:4) the title compound in 78% yield (24.3 mg). Yellow oil. 'H NMR (500 MHz, CDCl) 6 8.69 (d, J = 4.6 Hz, 1H), 7.99 (d, J = 7.3 Hz, 2H), 7.71 — 7.70 (m, 2H), 7.47 (t, J = 7.5 Hz, 2H), 7.40 (t, J = 7.3 Hz, 1H), 7.21 — 7.19 (m, 1H). °C NMR (101 MHz, CDCl3) 5 157.5, 149.7, 139.4, 136.8, 129.0, 128.8, 126.9, 122.1, 120.6. The characterization data matched those previously reported. 2-(p-Tolyl)pyridine (3b) (Scheme 1) | B(OH) : NON Ion 2 Pd-NHC, Cs2CO3 ; Nw 2 OTf Me H»O, Dioxane, 60 °C, 8h Zz 1a 2b 3b Me According to the general procedure, the reaction of N,N,N-trimethylpyridin-2-aminium trifluoromethanesulfonate (2.0 equiv), p-tolylboronic acid (0.20 mmol, 1.0 equiv), Cs2CO3 (2.0 equiv), water (5.0 equiv), and [Pd(IPr)(3-CF3-An)Cl2] (10 mol%) in dioxane (0.20 M) for 8 h at 60 °C, afforded after filtration and chromatography on silica gel (EtOAc/petroleum ether = 1:4) the title compound in 84% yield (28.3 mg). Yellow oil. 'H NMR (500 MHz, CDCl) 5 8.65 (d, J = 4.8 Hz, 1H), 7.88 (d, J = 8.1 Hz, 2H), 7.66 (d, J = 3.5 Hz, 2H), 7.26 (d, J = 8.0 Hz, 2H), 7.14 (dd, J = 8.6, 4.7 Hz, 1H), 2.37 (s, 3H). '3C NMR (101 MHz, CDCl) & 157.5, 149.6, 139.0, 136.7, 136.6, 129.5, 126.8, 121.8, 120.3, 21.3. The characterization data matched those previously reported.? S9	Paper10_SI	9	300	160	2260	3034
312	-1	B(OH NONG Cy (OH)2 Pd-NHC, Cs2CO3 Nw | 2 Ott H20, Dioxane, 60 °C, 8h | Zz	Paper10_SI	9	539	620	1855	769
313	-1	Suzuki-Miyaura Cross-Coupling of 2-Pyridyl Ammonium Salts by N—C Activation Hu et al. 2-(4-Methoxyphenyl)pyridine (3c) (Scheme 1) | 7 B(OH) Coen LD eee 2 Ott MeO HO, Dioxane, 60 °C, 8h Zz 1a 2c 3c OMe According to the general procedure, the reaction of N,N,N-trimethylpyridin-2-aminium trifluoromethanesulfonate (2.0 equiv), (4-methoxyphenyl)boronic acid (0.20 mmol, 1.0 equiv), Cs2CO3 (2.0 equiv), water (5.0 equiv), and [Pd(IPr)(cin)Cl] (10 mol%) in dioxane (0.20 M) for 8 h at 60 °C, afforded after filtration and chromatography on silica gel (EtOAc/petroleum ether = 1:4) the title compound in 72% yield (26.6 mg). White solid. 'H NMR (500 MHz, CDCls) 8 8.63 (d, J = 4.3 Hz, 1H), 7.94 (d, J = 8.8 Hz, 2H), 7.65 — 7.60 (m, 2H), 7.11 (dd, J = 8.2, 3.3 Hz, 1H), 6.97 (d, J = 8.8 Hz, 2H), 3.80 (s, 3H). 3C NMR (101 MHz, CDCI) 5 160.5, 157.1, 149.5, 136.7, 132.0, 128.2, 121.4, 119.8, 114.1, 55.4. The characterization data matched those previously reported.* 2-(4-Fluorophenyl)pyridine (3d) (Scheme 1) [7 1a 2d 3d According to the general procedure, the reaction of N,N,N-trimethylpyridin-2-aminium trifluoromethanesulfonate (2.0 equiv), (4-fluorophenyl)boronic acid (0.20 mmol, 1.0 equiv), Cs2CO3 (2.0 equiv), water (5.0 equiv), and [Pd(IPr)(cin)Cl] (10 mol%) in dioxane (0.20 M) for 8 h at 60 °C, afforded after filtration and chromatography on silica gel (EtOAc/petroleum ether = 1:4) the title compound in 85% yield (29.3 mg). Yellow solid. 'H NMR (500 MHz, CDCIs) 6 8.67 (d, J = 4.2 Hz, 1H), 7.99 — 7.96 (m, 2H), 7.73 (td, J = 7.9, 1.6 Hz, 1H), 7.67 (d, J = 7.9 Hz, 1H), 7.23 — 7.21 (m, 1H), 7.15 (t, J = 8.7 Hz, 2H). °C NMR (126 MHz, CDCls) 6 163.5 (d, J = 248.4 Hz), 156.5, 149.7, 136.9, 135.6 (d, J = 3.1 Hz), 128.7 (d, J = 8.3 Hz), 122.1, 120.3, 115.7 (d, J = 21.6 Hz). '°F NMR (471 MHz, CDCl3) 6 -113.13. The characterization data matched those previously reported.° S10	Paper10_SI	10	300	160	2250	3034
314	-1	B(OH Cyst LD no Panic. c60) Ns 2 Ott F H2O, Dioxane, 60 °C, 8h Zz	Paper10_SI	10	477	1768	1854	1928
315	-1	Suzuki-Miyaura Cross-Coupling of 2-Pyridyl Ammonium Salts by N—C Activation Hu et al. 2-(4-(Trifluoromethyl)phenyl)pyridine (3e) (Scheme 1) | 1a 2e 3e CF3 According to the general procedure, the reaction of N,N,N-trimethylpyridin-2-aminium 2-(4-(Trifluoromethoxy)phenyl)pyridine (3f) (Scheme 1) |_- B(OH) 2 Ott F,CO HO, Dioxane, 60 °C, 8h Zz 1a 2f 3f OCF; According to the general procedure, the reaction of N,N,N-trimethylpyridin-2-aminium trifluoromethanesulfonate (2.0 equiv), (4-(trifluoromethoxy)phenyl)boronic acid (0.20 mmol, 1.0 equiv), Cs2CO3 (2.0 equiv), water (5.0 equiv), and [Pd(IPr)(cin)Cl] (10 mol%) in dioxane (0.20 M) for 8 h at 60 °C, afforded after filtration and chromatography on silica gel (EtOAc/petroleum ether = 1:4) the title compound in 75% yield (36.0 mg). Yellow solid. 'H NMR (500 MHz, CDCls3) 5 8.70 (d, J = 4.2 Hz, 1H), 8.03 (d, J = 8.7 Hz, 2H), 7.77 (td, J = 7.9, 1.5 Hz, 1H), 7.71 (d, J = 7.9 Hz, 1H), 7.32 (d, J = 8.2 Hz, 2H), 7.26 (t, J = 5.7 Hz, 1H). °C NMR (126 MHz, CDCl3) 6 156.1, 149.9 (q, J = 1.8 Hz), 149.8, 138.0, 136.9, 128.4, 122.5, 121.1, 120.5 (q, J = 257.4 Hz), 120.5. '7F NMR (471 MHz, CDCl3) 6 -57.71. The characterization data matched those previously reported.° Sil	Paper10_SI	11	301	160	2250	3034
316	-1	B(OH) Cy + Cy eee Z OTf FC H2O, Dioxane, 60 °C, 8h Zz trifluoromethanesulfonate (2.0 equiv), (4-(trifluoromethyl)phenyl)boronic acid (0.20 mmol, 1.0	Paper10_SI	11	301	470	2249	874
317	-1	equiv), Cs2CO3 (2.0 equiv), water (5.0 equiv), and [Pd(IPr)(cin)Cl] (10 mol%) in dioxane (0.20	Paper10_SI	11	301	916	2249	961
318	-1	Suzuki-Miyaura Cross-Coupling of 2-Pyridyl Ammonium Salts by N—C Activation Hu et al. Methyl 4-(pyridin-2-yl)benzoate (3g) (Scheme 1) CO.Me | | NONG oe Pd-NHC, Cs,CO; : Nw CD on MeO,C HO, Dioxane, 60 °C, 8h Zz 1a 2g 3g / \ According to the general procedure, the reaction of N,N,N-trimethylpyridin-2-aminium trifluoromethanesulfonate (2.0 equiv), (4-(methoxycarbonyl)phenyl)boronic acid (0.20 mmol, 1.0 equiv), Cs2zCO3 (2.0 equiv), water (5.0 equiv), and [Pd(I[Pr)(3-CF3-An)Cl2] (10 mol%) in dioxane (0.20 M) for 8 h at 60 °C, afforded after filtration and chromatography on silica gel (EtOAc/petroleum ether = 1:4) the title compound in 76% yield (32.2 mg). White solid. 'H NMR (500 MHz, CDCl) 6 8.73 (d, J = 4.8 Hz, 1H), 8.14 (d, J = 8.6 Hz, 2H), 8.07 (d, J = 8.6 Hz, 2H), 7.78 (dd, J = 3.6, 1.2 Hz, 2H), 7.30 — 7.27 (m, 1H), 3.95 (s, 3H). °C NMR (126 MHz, CDCIs) 5 166.9, 156.2, 149.9, 143.5, 136.9, 130.4, 130.1, 126.9, 122.9, 121.0, 52.2. The characterization data matched those previously reported. 1-(4-(Pyridin-2-yl)phenyl)ethan-1-one (3h) (Scheme 1) | B(OH) : No UN . LY 2 Pd-NHC, Cs,CO3 : Nw Z. OTt MeOC H20, Dioxane, 60 °C, 8h Zz 1a 2h 3h COMe / \ According to the general procedure, the reaction of N,N,N-trimethylpyridin-2-aminium trifluoromethanesulfonate (2.0 equiv), (4-acetylphenyl)boronic acid (0.20 mmol, 1.0 equiv), Cs2CO3 (2.0 equiv), water (5.0 equiv), and [Pd(IPr)(cin)Cl] (10 mol%) in dioxane (0.20 M) for 8 h at 60 °C, afforded after filtration and chromatography on silica gel (EtOAc/petroleum ether = 1:4) the title compound in 75% yield (29.7 mg). White solid. 'H NMR (500 MHz, CDCls) 6 8.73 (d, J = 4.6 Hz, 1H), 8.10 (d, J = 8.5 Hz, 2H), 8.05 (d, J = 8.5 Hz, 2H), 7.78 (dd, J = 3.6, 0.9 Hz, 2H), 7.29 (dd, J = 8.5, 4.7 Hz, 1H), 2.64 (s, 3H). °C NMR (101 MHz, CDCls) 6 197.9, 156.1, 149.9, 143.6, 137.2, 137.0, 128.8, 127.0, 122.9, 121.1, 26.8. The characterization data matched those previously reported.’ $12	Paper10_SI	12	301	160	2250	3034
319	-1	Suzuki-Miyaura Cross-Coupling of 2-Pyridyl Ammonium Salts by N—C Activation Hu et al. 2-(4-(tert-Butyl)phenyl)pyridine (3i) (Scheme 1) | B(OH) : No NO . 1Of 2 Pd-NHC, Cs,CO3 : Nw 2 Ott ‘Bu HO, Dioxane, 60 °C, 8h Zz 1a 2i 3i ‘Bu According to the general procedure, the reaction of N,N,N-trimethylpyridin-2-aminium trifluoromethanesulfonate (2.0 equiv), (4-(tert-butyl)phenyl)boronic acid (0.20 mmol, 1.0 equiv), Cs2CO3 (2.0 equiv), water (5.0 equiv), and [Pd(IPr)(cin)Cl] (10 mol%) in dioxane (0.20 M) for 8 h at 60 °C, afforded after filtration and chromatography on silica gel (EtOAc/petroleum ether = 1:4) the title compound in 70% yield (29.6 mg). Yellow oil. 'H NMR (500 MHz, CDCl) 8 8.67 (d, J = 4.6 Hz, 1H), 7.93 (d, J = 8.6 Hz, 2H), 7.74 — 7.69 (m, 2H), 7.50 (d, J = 8.5 Hz, 2H), 7.20 — 7.18 (m, 1H), 1.36 (s, 9H). °C NMR (126 MHz, CDCls) 5 157.5, 152.1, 149.7, 136.7, 136.6, 126.7, 125.8, 121.8, 120.3, 34.7, 31.4. The characterization data matched those previously reported.* 2-(0-Tolyl)pyridine (3j) (Scheme 1) | B(OH) : No NO . Cr 2 Pd-NHC, Cs,CO3 i Nw Z OTf Me H,O, Dioxane, 60 °C, 8h Zz Me 1a 2j 3j According to the general procedure, the reaction of N,N,N-trimethylpyridin-2-aminium trifluoromethanesulfonate (2.0 equiv), o-tolylboronic acid (0.20 mmol, 1.0 equiv), Cs2CO3 (2.0 equiv), water (5.0 equiv), and [Pd(IPr)(cin)Cl] (10 mol%) in dioxane (0.20 M) for 8 h at 60 °C, afforded after filtration and chromatography on silica gel (EtOAc/petroleum ether = 1:4) the title compound in 78% yield (26.5 mg). Yellow oil. 'H NMR (500 MHz, CDCl) 6 8.68 (d, J = 4.1 Hz, 1H), 7.69 (td, J = 7.7, 1.7 Hz, 1H), 7.40 — 7.36 (m, 2H), 7.30 — 7.24 (m, 3H), 7.21 — 7.18 (m, 1H), 2.36 (s, 3H). °C NMR (126 MHz, CDCls) 8 160.1, 149.2, 140.5, 136.1, 135.8, 130.8, 129.7, 128.3, 125.9, 124.1, 121.7, 20.4. The characterization data matched those previously reported.° 2-(m-Tolyl)pyridine (3k) (Scheme 1) S13	Paper10_SI	13	300	160	2260	3034
320	-1	"Suzuki-Miyaura Cross-Coupling of 2-Pyridyl Ammonium Salts by N—C Activation Hu et al. |v Me B(OH) NONC TT 2 Pd-NHC, Cs,CO3 Nw Me | 2 ott H20, Dioxane, 60 °C, 8h | Zz 1a 2k 3k According to the general procedure, the reaction of N,N,N-trimethylpyridin-2-aminium trifluoromethanesulfonate (2.0 equiv), m-tolylboronic acid (0.20 mmol, 1.0 equiv), Cs2CO3 (2.0 equiv), water (5.0 equiv), and [Pd(IPr)(cin)Cl] (10 mol%) in dioxane (0.20 M) for 8 h at 60 °C, afforded after filtration and chromatography on silica gel (EtOAc/petroleum ether = 1:4) the title compound in 80% yield (27.0 mg). Yellow oil. 'H NMR (500 MHz, CDCls) 6 8.68 (d, J = 4.6 Hz, 1H), 7.83 (s, 1H), 7.75 (d, J = 7.7 Hz, 1H), 7.69 (s, 2H), 7.35 (t, J = 7.6 Hz, 1H), 7.23 — 7.17 (m, 2H), 2.42 (s, 3H). °C NMR (126 MHz, CDCIs) 5 157.7, 149.6, 139.4, 138.4, 136.7, 129.8, 128.7, 127.7, 124.0, 122.1, 120.7, 21.6. The characterization data matched those previously reported.° 2-(3,4-Difluorophenyl)pyridine (31) (Scheme 1) |_- F. B(OH) Cy oi ee "" 2 OTf F H2O, Dioxane, 60 °C, 8h Zz 1a 2i 3l According to the general procedure, the reaction of N,N,N-trimethylpyridin-2-aminium trifluoromethanesulfonate (2.0 equiv), (3,4-difluorophenyl)boronic acid (0.20 mmol, 1.0 equiv), Cs2CO3 (2.0 equiv), water (5.0 equiv), and [Pd(IPr)(cin)Cl] (10 mol%) in dioxane (0.20 M) for 8 h at 60 °C, afforded after filtration and chromatography on silica gel (EtOAc/petroleum ether = 1:4) the title compound in 64% yield (24.6 mg). Yellow solid. 'H NMR (500 MHz, CDCls) 6 8.68 (d, J = 4.6 Hz, 1H), 7.89 — 7.85 (m, 1H), 7.77 — 7.71 (m, 2H), 7.67 (d, J = 7.9 Hz, 1H), 7.27 — 7.23 (m, 2H). °C NMR (126 MHz, CDCl) 6 155.2, 151.1 (dd, J = 244.4, 6.8 Hz), 150.7 (dd, J = 251.0, 16.0 Hz), 149.8, 137.0, 136.5 (dd, J = 5.7, 3.6 Hz), 122.8 (dd, J = 6.4, 3.5 Hz), 122.6, 120.2, 117.5 (d, J = 17.3 Hz), 116.0 (d, J = 18.5 Hz). °F NMR (471 MHz, CDCls) 8 -137.44 (d, J = 21.2 Hz), -137.70 (d, J = 21.3 Hz). The characterization data matched those previously reported.® 2-(Thiophen-2-yl)pyridine (3m) (Scheme 2) S14"	Paper10_SI	14	300	160	2260	3034
321	-1	Suzuki-Miyaura Cross-Coupling of 2-Pyridyl Ammonium Salts by N—C Activation Hu et al. Cr [Pd(IPr)(cin)Cl], Cs,CO3 |_- No ’ + Son” HO, Dioxane, 80 °C, &h 2m According to the general procedure, the reaction of N,N,N-trimethylpyridin-2-aminium trifluoromethanesulfonate (0.20 mmol, 1.0 equiv), thiophen-2-ylboronic acid (3.0 equiv), Cs2CO3 (2.0 equiv), water (5.0 equiv), and [Pd(IPr)(cin)Cl] (10 mol%) in dioxane (0.20 M) for 8 h at 80 °C, afforded after filtration and chromatography on silica gel (EtOAc/petroleum ether = 1:4) the title compound in 71% yield (22.8 mg). White solid. 'H NMR (500 MHz, CDCls) 6 8.53 (d, J = 4.6 Hz, 1H), 7.58 (d, J = 3.5 Hz, 2H), 7.53 (d, J = 3.3 Hz, 1H), 7.35 (d, J = 5.0 Hz, 1H), 7.07 — 7.05 (m, 2H). °C NMR (126 MHz, CDCls) 5 152.6, 149.6, 144.9, 136.7, 128.1, 127.6, 124.6, 122.0, 118.8. The characterization data matched those previously reported.’ 2-(Thiophen-3-yl)pyridine (3n) (Scheme 2) | - NC -— B(OM)2 [pa(IPr)(cin)Cl], Cs,CO, Na w, Ser 0 HO, Dioxane, 80 °C, 8h | OTf Z 2n 3n According to the general procedure, the reaction of N,N,N-trimethylpyridin-2-aminium trifluoromethanesulfonate (0.20 mmol, 1.0 equiv), thiophen-3-ylboronic acid (2.0 equiv), Cs2CO3 (2.0 equiv), water (5.0 equiv), and [Pd(IPr)(cin)Cl] (10 mol%) in dioxane (0.20 M) for 8 h at 80 °C, afforded after filtration and chromatography on silica gel (EtOAc/petroleum ether = 1:4) the title compound in 70% yield (22.7 mg). Brown oil. 'H NMR (500 MHz, CDCls) 6 8.59 (d, J = 4.2 Hz, 1H), 7.87 (d, J = 1.8 Hz, 1H), 7.64 — 7.60 (m, 2H), 7.55 (d, J = 7.9 Hz, 1H), 7.35 (dd, J = 4.9, 3.0 Hz, 1H), 7.10 (dd, J = 6.4, 5.2 Hz, 1H). '3C NMR (126 MHz, CDCl) 5 153.5, 149.6, 142.2, 136.8, 126.4, 126.3, 123.6, 121.9, 120.4. The characterization data matched those previously reported.° 2-(Furan-2-yl)pyridine (30) (Scheme 2) S15	Paper10_SI	15	300	160	2250	3034
322	-1	Suzuki-Miyaura Cross-Coupling of 2-Pyridyl Ammonium Salts by N—C Activation Hu et al. Cr [Pd(IPr)(cin)Cl], Cs,CO3 | No ’ + Son” HO, Dioxane, 80 °C, &h 20 According to the general procedure, the reaction of N,N,N-trimethylpyridin-2-aminium trifluoromethanesulfonate (0.20 mmol, 1.0 equiv), furan-2-ylboronic acid (2.0 equiv), Cs2CO3 (2.0 equiv), water (5.0 equiv), and [Pd(IPr)(cin)Cl] (10 mol%) in dioxane (0.20 M) for 8 h at 80 °C, afforded after filtration and chromatography on silica gel (EtOAc/petroleum ether = 1:4) the title compound in 63% yield (18.4 mg). Brown oil. 'H NMR (500 MHz, CDCl) 5 8.56 (d, J = 4.7 Hz, 1H), 7.63 — 7.60 (m, 2H), 7.50 (d, J = 0.6 Hz, 1H), 7.09 — 7.05 (m, 2H), 6.50 (dd, J = 3.1, 1.6 Hz, 1H). °C NMR (126 MHz, CDCIs) 5 153.5, 149.5, 149.3, 143.2, 136.6, 121.9, 118.5, 112.0, 108.5. The characterization data matched those previously reported.” 2-(Furan-3-yl)pyridine (3p) (Scheme 2) | - NC Oy B(OM)2 [pa(IPr)(cin)Cl], Cs,CO, Na w, Ser 0 HO, Dioxane, 80 °C, 8h | OTf Z 2p 3p According to the general procedure, the reaction of N,N,N-trimethylpyridin-2-aminium trifluoromethanesulfonate (0.20 mmol, 1.0 equiv), furan-3-ylboronic acid (2.0 equiv), Cs2CO3 (2.0 equiv), water (5.0 equiv), and [Pd(IPr)(cin)Cl] (10 mol%) in dioxane (0.20 M) for 8 h at 80 °C, afforded after filtration and chromatography on silica gel (EtOAc/petroleum ether = 1:4) the title compound in 80% yield (23.3 mg). Brown oil. 'H NMR (500 MHz, CDCl) 5 8.57 (d, J = 4.1 Hz, 1H), 8.03 (d, J = 0.5 Hz, 1H), 7.62 (td, J = 7.8, 1.8 Hz, 1H), 7.48 (t, J = 1.6 Hz, 1H), 7.42 (d, J = 7.9 Hz, 1H), 7.14 — 7.07 (m, 1H), 6.92 — 6.87 (m, 1H). °C NMR (126 MHz, CDCIs) 6 151.8, 149.6, 143.9, 141.2, 136.6, 127.1, 121.7, 120.1, 108.6. The characterization data matched those previously reported.’ 6'-Methoxy-2,3'-bipyridine (3q) (Scheme 2) S16	Paper10_SI	16	301	160	2252	3034
323	-1	Suzuki-Miyaura Cross-Coupling of 2-Pyridyl Ammonium Salts by N—C Activation Hu et al. M iC B(OH) ; | one : Nw NN . i S 2 [Pd(IPr)(cin)Cl], CssCO3 : Nw ZN Z OTf Meo~ ~N~ H,0, Dioxane, 80 °C, 8h 2 According to the general procedure, the reaction of N,N,N-trimethylpyridin-2-aminium trifluoromethanesulfonate (0.20 mmol, 1.0 equiv), (6-methoxypyridin-3-yl)boronic acid (2.0 equiv), Cs2CO3 (2.0 equiv), water (5.0 equiv), and [Pd(IPr)(cin)Cl] (10 mol%) in dioxane (0.20 M) for 8 h at 80 °C, afforded after filtration and chromatography on silica gel (EtOAc/petroleum ether = 1:4) the title compound in 81% yield (30.0 mg). Yellow oil. 'H NMR (500 MHz, CDCls) 6 8.67 (d, J = 4.6 Hz, 1H), 8.24 — 8.20 (m, 2H), 7.96 (d, J = 8.0 Hz, 1H), 7.67 (td, J = 7.9, 1.5 Hz, 1H), 7.17 (dd, J = 6.9, 5.3 Hz, 1H), 7.01 (dd, J = 7.3, 5.0 Hz, 1H), 4.01 (s, 3H). °C NMR (126 MHz, CDCls) 6 161.0, 154.0, 149.5, 146.9, 139.4, 135.9, 124.6, 122.9, 122.2, 117.3, 53.5. The characterization data matched those previously reported.” 2'-Methoxy-2,3'-bipyridine (3r) (Scheme 2) |v NC (one [Pd(IPr)(cin)Cl], Cs;CO, Ton | HO, Dioxane, 80 °C, 8h According to the general procedure, the reaction of N,N,N-trimethylpyridin-2-aminium trifluoromethanesulfonate (0.20 mmol, 1.0 equiv), (2-methoxypyridin-3-yl)boronic acid (2.0 equiv), Cs2CO3 (2.0 equiv), water (5.0 equiv), and [Pd(IPr)(cin)Cl] (10 mol%) in dioxane (0.20 M) for 8 h at 80 °C, afforded after filtration and chromatography on silica gel (EtOAc/petroleum ether = 1:4) the title compound in 97% yield (36.0 mg). Yellow oil. 'H NMR (500 MHz, CDCls) 6 8.75 (d, J = 1.9 Hz, 1H), 8.64 (d, J = 4.0 Hz, 1H), 8.22 (dd, J = 8.7, 2.4 Hz, 1H), 7.67 (td, J = 7.9, 1.7 Hz, 1H), 7.61 (d, J = 7.9 Hz, 1H), 7.18 — 7.15 (m, 1H), 6.82 (d, J = 8.7 Hz, 1H), 3.98 (s, 3H). °C NMR (126 MHz, CDCls) & 164.5, 154.9, 149.7, 145.5, 137.2, 136.8, 128.5, 121.9, 119.6, 110.8, 53.6. The characterization data matched those previously reported.’ 2-Methoxy-5-(pyridin-2-yl)pyrimidine (3s) (Scheme 2) S17	Paper10_SI	17	301	160	2261	3034
324	-1	"Suzuki-Miyaura Cross-Coupling of 2-Pyridyl Ammonium Salts by N—C Activation Hu et al. |_- NON ry [Pd(IPr)(cin)Cl], CssCO3 if | - | Z. OTt eo NZ H,O, Dioxane, 80 °C, 8h 1a 2s According to the general procedure, the reaction of N,N,N-trimethylpyridin-2-aminium trifluoromethanesulfonate (0.20 mmol, 1.0 equiv), (2-methoxypyrimidin-5-yl)boronic acid (2.0 equiv), Cs2CO3 (2.0 equiv), water (5.0 equiv), and [Pd(IPr)(cin)Cl] (10 mol%) in dioxane (0.20 M) for 8 h at 80 °C, afforded after filtration and chromatography on silica gel (EtOAc/petroleum ether = 1:4) the title compound in 86% yield (32.2 mg). White solid. 'H NMR (500 MHz, CDCls) 6 9.03 (s, 2H), 8.60 (d, J = 4.1 Hz, 1H), 7.69 (td, J = 7.8, 1.6 Hz, 1H), 7.59 (d, J = 7.9 Hz, 1H), 7.21 — 7.18 (m, 1H), 3.99 (s, 3H). '3C NMR (126 MHz, CDCls) 8 165.7, 157.7, 152.2, 150.1, 137.1, 126.5, 122.7, 119.5, 55.1. The characterization data matched those previously reported. !° 2,4-Dimethoxy-5-(pyridin-2-yl)pyrimidine (3t) (Scheme 2) | 7 NONG NN BOM2 paciPny(einycll, Cs; | - |e - Z OTF eo oN OMe H20, Dioxane, 80 °C, 8h 1a 2t According to the general procedure, the reaction of N,N,N-trimethylpyridin-2-aminium trifluoromethanesulfonate (0.20 mmol, 1.0 equiv), (2,4-dimethoxypyrimidin-5-yl)boronic acid (2.0 equiv), Cs2CO3 (2.0 equiv), water (5.0 equiv), and [Pd(IPr)(cin)Cl] (10 mol%) in dioxane (0.20 M) for 8 h at 80 °C, afforded after filtration and chromatography on silica gel (EtOAc/petroleum ether = 1:4) the title compound in 70% yield (30.5 mg). White solid. 'H NMR (500 MHz, CDCls) 6 8.86 (s, 1H), 8.60 (d, J = 4.3 Hz, 1H), 7.77 (d, J = 8.0 Hz, 1H), 7.64 (td, J = 7.8, 1.7 Hz, 1H), 7.15 — 7.13 (m, 1H), 4.01 (s, 3H), 3.99 (s, 3H). SC NMR (126 MHz, CDCIs) 5 168.1, 164.9, 159.8, 151.7, 149.5, 136.1, 123.8, 122.1, 114.5, 54.9, 54.1. The characterization data matched those previously reported.""! N,N-Dimethyl1-5-(pyridin-2-yl)pyrimidin-2-amine (3u) (Scheme 2) S18"	Paper10_SI	18	299	160	2265	3034
